wildapricot-textmanager-config,,,,,,,
Wild Apricot Reference,Default Text,English Replacement Text,Alternate Language Text,Notes,Function,Query,Style
Sys/Membership Renewal/Review and Confirm,Total Amount,,Montant total,,replace_element,#confirmationTable > tbody > tr > td.labelInfoColumn,
Sys/Membership Renewal/Review and Confirm,Payment instructions,,Instructions de paiement,,text,#FunctionalBlock1_ctl00_ctl00_stepTemplate_infoMessageBox_commonPaymentInfo_paymentInstructionsLabelConfirmation,
Sys/Membership Renewal/Review and Confirm,If you make a payment and your application is rejected we will refund your payment.,,"Si vous faites un paiement et votre application est rejetée, nous vous rembourserons.",,text,#FunctionalBlock1_ctl00_ctl00_stepTemplate_infoMessageBox_commonPaymentInfo_paymentInstructionsConfirmation,
Sys/Membership Renewal/Review and Confirm,Back,,Retour,,button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_prevTop,
Sys/Membership Renewal/Review and Confirm,Back,,Retour,,button,#FunctionalBlock1_ctl00_memberApplicationMain_ctl00_stepTemplate_prevTop,
Sys/Membership Renewal/Review and Confirm,Pay online,,Payer en ligne,,button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_payOnlineTop,
Sys/Membership Renewal/Message box,"Membership renewal initiated, not paid yet.",,"Renouvellement de l'adhésion initié, pas encore payé",,text,#FunctionalBlock1_ctl00_ctl00_Membership_renewalUnpaidMessageBox_idConfirmWindowStyle > div.cww-inner > div > div.text > span,
Sys/Membership Renewal/Message box,View/Pay invoice,,Voir / Payer la facture,,button,#FunctionalBlock1_ctl00_ctl00_Membership_renewalUnpaidMessageBox_viewPayRenewalInvoiceButton,
Sys/Membership Renewal/Message box,Invoice me,,Me Facturer,,button,#FunctionalBlock1_ctl00_memberApplicationMain_ctl00_stepTemplate_nextTop,
Sys/Membership Renewal/Message box,Pay online,,Payer en ligne,"Won’t work, this is the correct selector",button,#FunctionalBlock1_ctl00_memberApplicationMain_ctl00_stepTemplate_payOnlineTop,
WaGadgetMembershipRenewal,Cancel,,Annuler,"Won’t work, this is the correct selector",button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_cancelTop,
WaGadgetMembershipRenewal,Cancel,,Annuler,,button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_cancel,
WaGadgetMembershipRenewal,Cancel,,Annuler,,button,#FunctionalBlock1_ctl00_memberApplicationMain_ctl00_stepTemplate_cancelTop,
WaGadgetMembershipRenewal,Current status ,,Statut actuel,,replace_element,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.kvTable > div > div:nth-child(3) > div.infoTitle,
WaGadgetMembershipRenewal,Email,,Adresse courriel,,text,span.required:contains(Email),
WaGadgetMembershipRenewal,I confirm I have read and accept the terms of the Privacy Policy,,Je confirme avoir lu et accepté les termes de la politique de confidentialité,,text,#FunctionalBlock1_ctl00_ctl00_stepTemplate_wizardMemberForm_memberForm_memberFormRepeater_ctl06_termsOfUse10041587 > div > span.label > label > span > a,
WaGadgetMembershipRenewal,Level ,,Niveau,,text,#FunctionalBlock1_ctl00_ctl00_stepTemplate_renewalHeader_level_levelText,
WaGadgetMembershipRenewal,Renew to ,,Renouveler pour,,text,#idInfoContainer div.infoTitle:contains(Renew to),
WaGadgetMembershipRenewal,Update and next,,Mettre à jour et suivant,"Won’t work, this is the correct selector",button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_nextTop,
WaGadgetMembershipRenewal,Update and next,,Mettre à jour et suivant,,button,#FunctionalBlock1_ctl00_ctl00_stepTemplate_next,
WaGadgetMembershipRenewal,Your profile,,Votre profil,,replace_element,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div.formOuterContainer > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > h3,
Incomplete Membership Renewal/Review and confirm window,Pending-Renewal,,Renouvellement en attente,,text,#confirmationTable > tbody > tr:nth-child(3) > td.infoColumn,
,,,,,,,
MEMBER DIRECTORY WEBSITE,,,,,,,
Directory,Search:,,Chercher:,,replace,,
Directory,Member details,,Details du membre,,replace,,
Directory,Send message,,Envoyer un message,,Button,#FunctionalBlock1_ctl00_ctl00_memberProfile_profileHeader_idSendEmailButton,
Directory,Send message,,Envoyer un message,,replace_element,#idCaptionSendEmailMainContainer > div.captionContainer,
,,,,,,,
Directory,Member profile details,,Détails de l’adhésion,,replace,#membershipDetailsContainer > div.captionContainer > div > div > div > div > div > div > div > div > div > div > div.fieldBody > h4,
Directory,Membership level,Membership category,Catégorie de membre,,replace,#idMembershipLevelContainer > div > div.fieldLabel,
Directory,First Name,,Prénom,,replace,#FunctionalBlock1_ctl00_ctl00_memberProfile_MemberForm_memberFormRepeater_ctl00_titleLabel,
Directory,Last Name,,Nom de famille,,replace,#FunctionalBlock1_ctl00_ctl00_memberProfile_MemberForm_memberFormRepeater_ctl01_titleLabel,
Directory/Send Message,Back,,Retour,,replace,#FunctionalBlock1_ctl00_hlBackToProfile,
Directory/Send Message,Member details,,Détails du profil du membre,,replace,#idSendMailMainContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div.memberDirectoryDetailsHeaderContainer > h2,
Directory/Send Message,Send message,,Envoyer un message,,button,#FunctionalBlock1_ctl00_ctl00_memberProfile_profileHeader_idSendEmailButton,
Directory/Send Message,Message subject,,Objet du message,,replace,#idMessageSubjectContainer > div > table > tbody > tr > td.left > div > strong,
Directory/Send Message,Body,,Corps,,replace,#idBodyContainer > div > div.fieldLabel > strong,
Directory/Send Message,Reply name,,Nom du signataire,,replace,#idReplyNameContainer > div > table > tbody > tr > td.left > div > strong,
Directory/Send Message,Reply email,,Courriel du signataire,,replace,#idReplyEmailContainer > div > table > tbody > tr > td.left > div > strong,
Directory/Send Message,Send ,,Envoyer,,button,#FunctionalBlock1_ctl00_sendButton,
Directory/Send Message,Cancel ,,Annuler,,button,#FunctionalBlock1_ctl00_cancelButton,
Directory/Send Message,Mandatory fields,,Champs obligatoires,,replace_element,#idSendEmailMainSectionContainer > div.sectionContainer > div > div > div > div > div > div > div > div > div > div > div.mandatoryFieldsTitle > strong,
WaGadgetMemberDirectory,Advanced search...,,Recherche avancée...,List,text,#FunctionalBlock1_ctl00_ctl00_advancedSearchStatusPanel_advancedSearchLink,
WaGadgetMemberDirectory,Clear values,,Valeurs claires,Search,text,#FunctionalBlock1_ctl00_ctl00_clearValuesLink,
WaGadgetMemberDirectory,Found: ,,Trouvé:,List,text,#memberDirectorySearchArea div.memberDirectorySearchArea span,
WaGadgetMemberDirectory,Go to simple search,,Aller à l'option de recherche simple,Search,text,#FunctionalBlock1_ctl00_ctl00_actionPanel_exitAdvancedSearchModeLink,
WaGadgetMemberDirectory,Membership,,Adhésion,List,replace_delay,th:contains(Membership),
WaGadgetMemberDirectory,Name,,Prénom,List,replace_delay,th:contains(Name),
WaGadgetMemberDirectory,Organization,,Organisation,List,replace_delay,th:contains(Organization),
WaGadgetMemberDirectory,Search,,Chercher,List,text,#FunctionalBlock1_ctl00_ctl00_searchLabel,
WaGadgetMemberDirectory,Search,,Chercher,Search,button,#FunctionalBlock1_ctl00_ctl00_actionPanel_startSearchButton,
WaGadgetMemberDirectory,Show: ,,Afficher:,List,text,#idPagingData,
WaGadgetMemberDirectory,Show: ,,Afficher:,List,text,#idPagingData2,
Directory,Institution,,Institution,,replace_delay,#membersTable > thead > tr > th:nth-child(1),
Directory,Country,,Pays,,replace_delay,#membersTable > thead > tr > th:nth-child(3),
Directory,View details,,Voir les détails,,replace,,
,,,,,,,
Donations,Search,,Chercher,,replace,#donations > div.genericList.xcontainer > div.genericListHeaderContainer > table > tbody > tr > td.searchBox > span,
Donations,No records found,,Aucun résultat trouvé,,replace,#noDonationsRecordsLabel,
Donations,Donation,,Don,,replace_element,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div:nth-child(2) > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > h3,
Donations,Donation,,Don,,replace_element,#donationItems,
,Donation,,Don,,replace_element,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div:nth-child(2) > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > h3,
Donations,One time,,Unique,,replace,#donationItems,
Donations,Cash,,Argent liquide,,replace,#donationItems,
Donations,Amount,,Montant,,replace,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl00_titleLabel,
Donations,Amount,,Montant,,replace,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl00_titleLabel,
Donations,Amount,,Montant,,replace,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl07_titleLabel,
Donations,Comment,,Commentaire,,replace_element,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl01_titleLabel,
Donations,Comment,,Commentaire,,replace_element,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl08_titleLabel,
Donations,Donate to,,Faire un don à,,replace_element,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl02_titleLabel,
Donations,Cancel,,Annuler,,button,#donationItems > table > thead > tr > th.lastTh.rightAlign > span,
Donations,Pay,,Payer,,button,#Function#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_nextalBlock1_ctl00_donation_ctl00_stepTemplate_cancel,
Donations,Mandatory fields,,Champs obligatoires,,replace_element,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div:nth-child(2) > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > div > strong,
Donations,Amount,,Montant,,replace,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl00_titleLabel,
Donations,Donate to,,Faire un don à,,replace_element,#idContainer14221532 > div > table > tbody > tr > td.left > div,
Donations,Disaster relief fund,,Fonds de secours en cas de catastrophe,,replace_element,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl02_DropDownList14221532,
Donations,Disaster relief fund,,Fonds de secours en cas de catastrophe,,replace_element,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_donationForm_donationFormRepeater_ctl09_DropDownList14221532,
Donations,Pay,,Payer,,button,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_next,
Donations,Cancel,,Annuler,,button,#FunctionalBlock1_ctl00_donation_ctl00_stepTemplate_cancel,
,,,,,,,
Online Learning Events,Register,,Enregistrer,,button,.typeButton .registerButton,
Online Learning Events,Start,,Commencer,,replace_element,.eventInfoBoxLabel,
Online Learning Events,End,,Fin,,replace_element,.eventInfoBoxLabel,
Online Learning Events,Switch to Calendar View,,,"Hide this, we only want list view",hide,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_eventListViewSwitcher_calendarModeLink,
Online Learning Events,Show details,,Afficher les détails,,text,.footerEventDetailsLink,
Online learning details,Already registered,,Déjà enregistré,,text,.infoAlreadyRegisteredLink,
,,,,,,,
Online learning details,Already registered,,Déjà enregistré,,text,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_eventRegistrationActions_ownRegistration,
Online learning details,Add to my calendar,,Ajouter à mon calendrier,,replace,#init-add-event-to-calendar-dropdown-4997506 > div,
,,,,,,,
Registration form,Registration,,Enregistrement,,text,#id_GsQDnbD > div > ul > li.last,
Registration form,Add to my calendar,,Ajouter à mon calendrier,,replace,#init-add-event-to-calendar-dropdown-4997506 > div,
Registration form,Event,,Événement,,text,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoEvent > div.infoTitle,
Registration form,Enter registrant email,,Entrez l'email du déclarant,,text,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div.formOuterContainer > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > h3,
Registration form,Cancel,,Annuler,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_cancel,
Registration form,Next,,Suivant,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_next,
Registration form,Review my registrations,,Revoir mes inscriptions,,replace,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_additionalLink,
,,,,,,,
Registration form details,"I do not want to receive ICA's newsletter
",,Je ne veux pas recevoir le bulletin d'information de l'ICA,,text,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_registrationForm_eventRegistrationFormRepeater_ctl12_RadioGroup14258905 > div > span.label > label > span,
Registration form details,I do not want to receive ICA's other communications,,Je ne veux pas recevoir d'autres communications de l’ICA.,,text,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_registrationForm_eventRegistrationFormRepeater_ctl13_RadioGroup14258906 > div > span.label > label > span,
Registration form details,Add to my calendar,,Ajouter à mon calendrier,,replace,#init-add-event-to-calendar-dropdown-4997506 > div,
Registration form details,Guests registration,Learners registration,Enregistrement des apprenants,,text,#idGuestsRegistrationDivider > div.captionContainer > div > div > div > div > div > div > div > div > div > div > div.fieldBody > h4 > div > span,
Registration form details,No guest registration entered,No learner registration entered,Aucun enregistrement d'apprenant n'a été saisi,,replace,#idSectionGuestListContainer > div.sectionContainer > div > div > div > div > div > div > div > div > div > div,
Registration form details,Add guest,Add learner,Ajouter un apprenant,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_guestList_AddGuest,
Registration form details,"each, you can invite up to",,"chacun, vous pouvez inviter jusqu'à",,replace,#idSectionGuestListContainer > div.sectionContainer > div > div > div > div > div > div > div > div > div > div > div.navigationContainer > div > div > div > div > div > div > div > div > div > div,
Registration form details,guests,learners,apprenants,,replace,#idSectionGuestListContainer > div.sectionContainer > div > div > div > div > div > div > div > div > div > div > div.navigationContainer > div > div > div > div > div > div > div > div > div > div,
Registration form details,Back,,Retour,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_stepTemplate_prev,
,,,,,,,
Registration event info,Registration,,Enregistrement,,text,#idRegistrationInfo,
Registration event info,Register,,Enregistrer,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_eventRegistrationActions_RegistrationLink_bt,
Registration event info,Members Category,,Catégorie de membres,,replace,.regTypeLiLabel,
Registration event info,and,,et,,replace,.regTypeLiLabel,
Registration event info,Offline,,Hors connexion,Doesn’t work because the target is a graphic,Inactive,",paymentSystemsIconsBox",
Registration event info,Back,,Retour,,replace_element,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl00_back,
,,,,,,,
Registration dates, Jan ,,Jan,,replace,#idInfoContainer,
Registration dates, Feb ,,Fév,,replace,#idInfoContainer,
Registration dates, Mar ,,Mar,,replace,#idInfoContainer,
Registration dates, Apr ,,Avr,,replace,#idInfoContainer,
Registration dates, May ,,Mai,,replace,#idInfoContainer,
Registration dates, Jun ,,Juin,,replace,#idInfoContainer,
Registration dates, Jul ,,Juil,,replace,#idInfoContainer,
Registration dates, Aug ,,Août,,replace,#idInfoContainer,
Registration dates, Sep ,,Sep,,replace,#idInfoContainer,
Registration dates, Oct ,,Oct,,replace,#idInfoContainer,
Registration dates, Nov ,,Nov,,replace,#idInfoContainer,
Registration dates, Dec ,,Déc,,replace,#idInfoContainer,
,,,,,,,
Registration Review,"Invoice not paid. To change or cancel registration, contact",,"Facture non payée. Pour modifier ou annuler une inscription, contactez",,replace,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_messageBoxWarning_idConfirmWindowStyle > div.cww-inner > div > div.text,
Registration Review,administrator,,administrateur,,replace_element,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_messageBoxWarning_idConfirmWindowStyle > div.cww-inner > div > div.text > a,
Registration Review,View / Pay invoice,,Voir /Payer la facture,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_messageBoxWarning_messageBoxWarningButton,
Registration Review,View / Pay invoice,,Voir / Payer la facture,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_actionInvoiceButton,
Registration Review,New Registration,,Nouvel enregistrement,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_newRegistrationButton,
Registration Review,Registration type,,Type d'enregistrement,,text,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoRegistrationType > div.infoTitle,
Registration Review,Members Category,,Catégorie de membres,,replace,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoRegistrationType > div.infoText,
Registration Review,and,,et,,replace,.regTypeLiLabel,
Registration Review,Guests,Learners,Apprenants,,replace,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoGuest > div.infoTitle,
Registration Review,Guest,Learner,Apprenant,,replace,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoGuest > div.infoTitle,
Registration Review,Total amount,,Montant total,,text,#idInfoContainer > div.infoContainer > div > div > div > div > div > div > div > div > div > div > div.infoSection.eventRegistrationInfoTotalAmount > div.infoTitle,
Registration Review,Guest,Learner,Apprenant,,replace,#guestListContainer > div.formContainer > div > div > div > div > div > div > div > div > div > div > div.formTitleOuterContainer > div.formTitleContainer > div > div > div > div > div > div > div > div > div > div > h3,
Registration Review,Add to my calendar,,Ajouter à mon calendrier,,replace,#init-add-event-to-calendar-dropdown-4997506 > div,
Registration Review,Review all my registrations,,Revoir tous mes enregistrements,,text,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_viewAllRegistrations,
,,,,,,,
Event invoice,Guest,Learner,Apprenant,,replace,.memberDirectoryColumn1,
,,,,,,,
Event already registered,Event registration,,Inscription à l'événement,,text,#idGeneralFormContainer > div.generalFormContainer > div > div > div > div > div > div > div > div > div > div > div.titleOuterContainer > div > div > div > div.titleLeftContainer > div > div > div > h2,
Event already registered,New registration,,Nouvelle inscription,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl06_bt,
Event already registered,Date,,Date,,text,#membersTable > thead > tr > th.fistColumnWidth,
Event already registered,Registration,,Inscription,,text,#membersTable > thead > tr > th.secondColumnWidth,
Event already registered,Status,,Statut,,text,#membersTable > thead > tr > th.thirdColumnWidth,
Event already registered,New registration,,Nouvelle inscription,,button,#FunctionalBlock1_ctl00_eventPageViewBase_ctl00_ctl20_bt,
Event already registered,,,,,,,
